category,id,player1_name,player1_odds,player2_name,player2_odds,score,surface,timestamp,title,winner
ATP,2015-07-23-Ramos A-Robredo T,Ramos A.,1.76,Robredo T.,2.07,0:2,clay,2015-07-23 10:40,ATP Bastad 2015,2
ATP,2015-07-23-Mathieu P-Gulbis E,Mathieu P.,2.05,Gulbis E.,1.76,2:0,clay,2015-07-23 10:45,ATP Bastad 2015,1
ATP,2015-07-23-Goffin D-Paire B,Goffin D.,1.21,Paire B.,4.44,0:2,clay,2015-07-23 12:40,ATP Bastad 2015,2
ATP,2015-07-23-Darcis S-Janowicz J,Darcis S.,2.23,Janowicz J.,1.64,2:0,clay,2015-07-23 13:40,ATP Bastad 2015,1
WTA,2015-07-23-Cornet A-Flipkens K,Cornet A.,1.44,Flipkens K.,2.78,1:2,hard,2015-07-23 14:00,WTA Istanbul 2015,2
ATP,2015-07-23-Cuevas P-Delbonis F,Cuevas P.,1.57,Delbonis F.,2.41,2:1,clay,2015-07-23 14:10,ATP Bastad 2015,1
ATP,2015-07-23-Haider-Maurer A-Klizan M,Haider-Maurer A.,3.09,Klizan M.,1.37,2:0,clay,2015-07-23 15:40,ATP Umag 2015,1
WTA,2015-07-23-Schiavone F-Giorgi C,Schiavone F.,3.59,Giorgi C.,1.29,2:0,hard,2015-07-23 16:20,WTA Istanbul 2015,1
ATP,2015-07-23-Sarkissian A-Jaziri M,Sarkissian A.,2.6,Jaziri M.,1.48,1:2,hard,2015-07-23 17:25,ATP Bogota,2
ATP,2015-07-23-Mannarino A-Ram R,Mannarino A.,1.43,Ram R.,2.78,2:0,hard,2015-07-23 17:30,ATP Bogota,1
ATP,2015-07-23-Kavcic B-Bautista-Agut R,Kavcic B.,7.08,Bautista-Agut R.,1.1,0:2,clay,2015-07-23 17:35,ATP Umag 2015,2
ATP,2015-07-23-Coric B-Bedene A,Coric B.,1.65,Bedene A.,2.21,2:0,clay,2015-07-23 18:10,ATP Umag 2015,1
ATP,2015-07-23-Lorenzi P-Kohlschreiber P,Lorenzi P.,6.37,Kohlschreiber P.,1.11,0:2,clay,2015-07-23 18:50,ATP Umag 2015,2
ATP,2015-07-23-Monfils G-Trinker B,Monfils G.,1.06,Trinker B.,9.39,2:0,clay,2015-07-23 19:55,ATP Umag 2015,1
ATP,2015-07-23-Karlovic I-Galan Riveros D,Karlovic I.,1.07,Galan Riveros D. E.,9.33,2:1,hard,2015-07-23 20:20,ATP Bogota,1
ATP,2015-07-23-Stepanek R-Groth S,Stepanek R.,1.99,Groth S.,1.77,2:0,hard,2015-07-23 20:40,ATP Bogota,1
ATP,2015-07-23-Berrer M-Demoliner M,Berrer M.,1.23,Demoliner M.,4.18,2:0,hard,2015-07-23 21:50,ATP Bogota,1
ATP,2015-07-23-Sugita Y-Estrella V,Sugita Y.,2.41,Estrella V.,1.56,1:2,hard,2015-07-23 22:40,ATP Bogota,2
ATP,2015-07-23-Gomez A-Ito T,Gomez A.,4.57,Ito T.,1.19,1:2,hard,2015-07-23 23:40,ATP Bogota,2
ATP,2015-07-24-Menendez-Maceiras A-Tomic B,Menendez-Maceiras A.,4.4,Tomic B.,1.22,1:2,hard,2015-07-24 01:20,ATP Bogota,2
ATP,2015-07-24-Bellucci T-Zverev A,Bellucci T.,1.4,Zverev A.,2.96,1:2,clay,2015-07-24 09:10,ATP Bastad 2015,2
WTA,2015-07-24-Volodko K-Tsurenko L,Volodko K.,1.92,Tsurenko L.,1.86,0:2,hard,2015-07-24 11:10,WTA Istanbul 2015,2
ATP,2015-07-24-Mathieu P-Robredo T,Mathieu P.,2.47,Robredo T.,1.54,0:2,clay,2015-07-24 12:00,ATP Bastad 2015,2
WTA,2015-07-24-Pironkova T-Radwanska U,Pironkova T.,1.64,Radwanska U.,2.23,1:2,hard,2015-07-24 12:10,WTA Istanbul 2015,2
ATP,2015-07-24-Paire B-Istomin D,Paire B.,2.22,Istomin D.,1.65,2:0,clay,2015-07-24 13:40,ATP Bastad 2015,1
WTA,2015-07-24-Vinci R-Rybarikova M,Vinci R.,2.28,Rybarikova M.,1.61,1:2,hard,2015-07-24 14:45,WTA Istanbul 2015,2
ATP,2015-07-24-Cuevas P-Darcis S,Cuevas P.,1.29,Darcis S.,3.59,2:0,clay,2015-07-24 15:00,ATP Bastad 2015,1
ATP,2015-07-24-Fognini F-Sousa J,Fognini F.,1.57,Sousa J.,2.39,1:2,clay,2015-07-24 15:50,ATP Umag 2015,2
ATP,2015-07-24-Mannarino A-Jaziri M,Mannarino A.,1.26,Jaziri M.,3.9,2:1,hard,2015-07-24 17:10,ATP Bogota,1
WTA,2015-07-24-Flipkens K-Schiavone F,Flipkens K.,1.64,Schiavone F.,2.25,2:0,hard,2015-07-24 17:20,WTA Istanbul 2015,1
ATP,2015-07-24-Coric B-Bautista-Agut R,Coric B.,2.87,Bautista-Agut R.,1.41,0:2,clay,2015-07-24 18:15,ATP Umag 2015,2
ATP,2015-07-24-Karlovic I-Stepanek R,Karlovic I.,1.5,Stepanek R.,2.56,2:1,hard,2015-07-24 19:10,ATP Bogota,1
ATP,2015-07-24-Monfils G-Kohlschreiber P,Monfils G.,1.55,Kohlschreiber P.,2.41,2:1,clay,2015-07-24 20:15,ATP Umag 2015,1
ATP,2015-07-24-Berrer M-Estrella V,Berrer M.,1.89,Estrella V.,1.91,2:1,hard,2015-07-24 23:25,ATP Bogota,1
ATP,2015-07-25-Ito T-Tomic B,Ito T.,3.9,Tomic B.,1.28,0:2,hard,2015-07-25 01:15,ATP Bogota,2
ATP,2015-07-25-Zaitcev A-Arnaboldi A,Zaitcev A.,3.18,Arnaboldi A.,1.35,1:2,clay,2015-07-25 09:15,ATP Gstaad 2015,2
ATP,2015-07-25-De Schepper K-Dmitriev K,De Schepper K.,1.22,Dmitriev K.,4.21,2:0,clay,2015-07-25 09:30,ATP Gstaad 2015,1
ATP,2015-07-25-Reister J-Lapentti G,Reister J.,1.38,Lapentti G.,2.98,2:0,clay,2015-07-25 10:30,ATP Gstaad 2015,1
ATP,2015-07-25-Bossel A-Margaroli L,Bossel A.,1.16,Margaroli L.,4.99,2:0,clay,2015-07-25 11:10,ATP Gstaad 2015,1
ATP,2015-07-25-Romboli F-Lipovsek P,Romboli F.,1.63,Lipovsek P. T.,2.26,0:2,clay,2015-07-25 11:20,ATP Gstaad 2015,2
ATP,2015-07-25-Klec I-Djere L,Klec I.,5.03,Djere L.,1.17,0:2,clay,2015-07-25 11:35,ATP Gstaad 2015,2
ATP,2015-07-25-Mektic N-Teixeira M,Mektic N.,1.98,Teixeira M.,1.79,0:2,clay,2015-07-25 11:50,ATP Gstaad 2015,2
ATP,2015-07-25-Bagnis F-Hanescu V,Bagnis F.,1.64,Hanescu V.,2.21,0:2,clay,2015-07-25 12:20,ATP Gstaad 2015,2
ATP,2015-07-25-Kalambay J-Cachin P,Kalambay J.,7.48,Cachin P.,1.09,0:2,clay,2015-07-25 12:45,ATP Gstaad 2015,2
ATP,2015-07-25-Zverev A-Robredo T,Zverev A.,2.98,Robredo T.,1.4,0:2,clay,2015-07-25 12:55,ATP Bastad 2015,2
WTA,2015-07-25-Radwanska U-Rybarikova M,Radwanska U.,2.41,Rybarikova M.,1.58,2:1,hard,2015-07-25 13:10,WTA Istanbul 2015,1
ATP,2015-07-25-Medvedev D-Viola M,Medvedev D.,3.08,Viola M.,1.37,2:0,clay,2015-07-25 13:15,ATP Gstaad 2015,1
ATP,2015-07-25-Perret L-Londero J,Perret L.,4.99,Londero J. I.,1.17,0:2,clay,2015-07-25 14:00,ATP Gstaad 2015,2
ATP,2015-07-25-Melzer G-Hemery C,Melzer G.,1.94,Hemery C.,1.81,0:2,clay,2015-07-25 14:05,ATP Gstaad 2015,2
ATP,2015-07-25-De Schepper K-Veic A,De Schepper K.,2.04,Veic A.,1.73,2:0,clay,2015-07-25 14:05,ATP Gstaad 2015,1
ATP,2015-07-25-Paire B-Cuevas P,Paire B.,3.06,Cuevas P.,1.37,2:0,clay,2015-07-25 14:35,ATP Bastad 2015,1
ATP,2015-07-25-Gaio F-Arnaboldi A,Gaio F.,1.85,Arnaboldi A.,1.89,0:2,clay,2015-07-25 14:40,ATP Gstaad 2015,2
ATP,2015-07-25-Bossel A-Reister J,Bossel A.,3.43,Reister J.,1.31,0:2,clay,2015-07-25 15:25,ATP Gstaad 2015,2
ATP,2015-07-25-Zeballos H-Lipovsek P,Zeballos H.,1.16,Lipovsek P. T.,4.99,2:0,clay,2015-07-25 15:35,ATP Gstaad 2015,1
ATP,2015-07-25-Sousa J-Bautista-Agut R,Sousa J.,3.36,Bautista-Agut R.,1.33,2:1,clay,2015-07-25 15:45,ATP Umag 2015,1
WTA,2015-07-25-Tsurenko L-Flipkens K,Tsurenko L.,2.11,Flipkens K.,1.73,2:0,hard,2015-07-25 15:55,WTA Istanbul 2015,1
ATP,2015-07-25-Cachin P-Djere L,Cachin P.,2.27,Djere L.,1.62,2:1,clay,2015-07-25 16:05,ATP Gstaad 2015,1
ATP,2015-07-25-Londero J-Medvedev D,Londero J. I.,1.62,Medvedev D.,2.32,0:2,clay,2015-07-25 16:35,ATP Gstaad 2015,2
ATP,2015-07-25-Hanescu V-Teixeira M,Hanescu V.,1.47,Teixeira M.,2.67,1:2,clay,2015-07-25 16:50,ATP Gstaad 2015,2
ATP,2015-07-25-Karlovic I-Mannarino A,Karlovic I.,1.53,Mannarino A.,2.52,0:2,hard,2015-07-25 18:10,ATP Bogota,2
ATP,2015-07-25-Monfils G-Thiem D,Monfils G.,1.37,Thiem D.,3.13,1:2,clay,2015-07-25 18:25,ATP Umag 2015,2
ATP,2015-07-25-Berrer M-Tomic B,Berrer M.,3.6,Tomic B.,1.3,1:2,hard,2015-07-25 20:05,ATP Bogota,2
ATP,2015-07-26-Hemery C-Arnaboldi A,Hemery C.,1.55,Arnaboldi A.,2.4,2:1,clay,2015-07-26 09:05,ATP Gstaad 2015,1
ATP,2015-07-26-De Schepper K-Reister J,De Schepper K.,2.36,Reister J.,1.56,0:2,clay,2015-07-26 10:15,ATP Gstaad 2015,2
ATP,2015-07-26-Zeballos H-Cachin P,Zeballos H.,1.38,Cachin P.,2.99,2:0,clay,2015-07-26 11:00,ATP Gstaad 2015,1
ATP,2015-07-26-Teixeira M-Medvedev D,Teixeira M.,1.75,Medvedev D.,2.04,2:0,clay,2015-07-26 12:10,ATP Gstaad 2015,1
ATP,2015-07-26-Paire B-Robredo T,Paire B.,2.71,Robredo T.,1.48,2:0,clay,2015-07-26 12:10,ATP Bastad 2015,1
WTA,2015-07-26-Tsurenko L-Radwanska U,Tsurenko L.,1.77,Radwanska U.,2.07,2:0,hard,2015-07-26 14:10,WTA Istanbul 2015,1
ATP,2015-07-26-Thiem D-Sousa J,Thiem D.,1.6,Sousa J.,2.33,2:0,clay,2015-07-26 18:15,ATP Umag 2015,1
ATP,2015-07-26-Mannarino A-Tomic B,Mannarino A.,2.13,Tomic B.,1.71,1:2,hard,2015-07-26 20:10,ATP Bogota,2
ATP,2015-07-27-Hemery C-Lajovic D,Hemery C.,2.36,Lajovic D.,1.57,0:2,clay,2015-07-27 09:10,ATP Gstaad 2015,2
ATP,2015-07-27-Teixeira M-Istomin D,Teixeira M.,4.24,Istomin D.,1.22,0:2,clay,2015-07-27 10:45,ATP Gstaad 2015,2
ATP,2015-07-27-Rublev A-Zeballos H,Rublev A.,1.84,Zeballos H.,1.92,0:2,clay,2015-07-27 12:00,ATP Gstaad 2015,2
ATP,2015-07-27-Chiudinelli M-Delbonis F,Chiudinelli M.,6.54,Delbonis F.,1.11,0:2,clay,2015-07-27 15:10,ATP Gstaad 2015,2
ATP,2015-07-28-Robert S-Souza J,Robert S.,1.84,Souza J.,1.94,2:0,clay,2015-07-28 08:40,ATP Gstaad 2015,1
ATP,2015-07-28-Coppejans K-Bellucci T,Coppejans K.,4.55,Bellucci T.,1.2,0:2,clay,2015-07-28 10:00,ATP Gstaad 2015,2
ATP,2015-07-28-Giraldo S-Lorenzi P,Giraldo S.,1.43,Lorenzi P.,2.81,2:0,clay,2015-07-28 10:20,ATP Gstaad 2015,1
ATP,2015-07-28-Carreno-Busta P-Youzhny M,Carreno-Busta P.,1.31,Youzhny M.,3.37,2:0,clay,2015-07-28 11:40,ATP Gstaad 2015,1
ATP,2015-07-28-Haase R-Granollers M,Haase R.,1.72,Granollers M.,2.1,2:1,clay,2015-07-28 12:20,ATP Gstaad 2015,1
ATP,2015-07-28-Ilhan M-Kuznetsov An,Ilhan M.,3.32,Kuznetsov An.,1.33,2:0,clay,2015-07-28 13:00,ATP Gstaad 2015,1
ATP,2015-07-28-Laaksonen H-Sousa J,Laaksonen H.,5.14,Sousa J.,1.17,0:2,clay,2015-07-28 15:10,ATP Gstaad 2015,2
ATP,2015-07-29-Giraldo S-Ilhan M,Giraldo S.,1.3,Ilhan M.,3.56,2:0,clay,2015-07-29 08:45,ATP Gstaad 2015,1
ATP,2015-07-29-Andujar-Alba P-Lajovic D,Andujar-Alba P.,1.48,Lajovic D.,2.61,2:0,clay,2015-07-29 10:20,ATP Gstaad 2015,1
ATP,2015-07-29-Robert S-Bellucci T,Robert S.,5.5,Bellucci T.,1.15,0:2,clay,2015-07-29 15:40,ATP Gstaad 2015,2
ATP,2015-07-29-Reister J-Lopez F,Reister J.,2.2,Lopez F.,1.66,1:2,clay,2015-07-29 16:00,ATP Gstaad 2015,2
ATP,2015-07-30-Carreno-Busta P-Haase R,Carreno-Busta P.,1.49,Haase R.,2.62,2:0,clay,2015-07-30 08:40,ATP Gstaad 2015,1
ATP,2015-07-30-Delbonis F-Thiem D,Delbonis F.,2.28,Thiem D.,1.63,0:2,clay,2015-07-30 10:30,ATP Gstaad 2015,2
ATP,2015-07-30-Istomin D-Sousa J,Istomin D.,2.37,Sousa J.,1.59,1:2,clay,2015-07-30 12:05,ATP Gstaad 2015,2
ATP,2015-07-30-Goffin D-Zeballos H,Goffin D.,1.22,Zeballos H.,4.25,2:0,clay,2015-07-30 15:10,ATP Gstaad 2015,1
ATP,2015-07-31-Giraldo S-Lopez F,Giraldo S.,1.7,Lopez F.,2.17,0:2,clay,2015-07-31 08:45,ATP Gstaad 2015,2
ATP,2015-07-31-Carreno-Busta P-Thiem D,Carreno-Busta P.,2.88,Thiem D.,1.41,1:2,clay,2015-07-31 10:45,ATP Gstaad 2015,2
ATP,2015-07-31-Andujar-Alba P-Bellucci T,Andujar-Alba P.,2.33,Bellucci T.,1.59,1:2,clay,2015-07-31 13:10,ATP Gstaad 2015,2
ATP,2015-07-31-Goffin D-Sousa J,Goffin D.,1.29,Sousa J.,3.62,2:1,clay,2015-07-31 15:25,ATP Gstaad 2015,1
ATP,2015-08-01-Jastraunig L-Michalicka M,Jastraunig L.,5.63,Michalicka M.,1.14,1:2,clay,2015-08-01 07:40,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Cachin P-Hampel L,Cachin P.,1.23,Hampel L.,4.11,0:2,clay,2015-08-01 08:40,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Erler A-Miedler L,Erler A.,5.75,Miedler L.,1.13,0:2,clay,2015-08-01 08:45,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Diarra G-De Schepper K,Diarra G.,5.02,De Schepper K.,1.17,0:2,clay,2015-08-01 09:05,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Thiem D-Lopez F,Thiem D.,1.33,Lopez F.,3.42,2:1,clay,2015-08-01 09:35,ATP Gstaad 2015,1
ATP,2015-08-01-Neuchrist M-Sa A,Neuchrist M.,1.08,Sa A.,7.63,1:2,clay,2015-08-01 10:05,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Galovic V-Berlocq C,Galovic V.,8.06,Berlocq C.,1.07,0:2,clay,2015-08-01 10:10,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Cermak F-Zaitcev A,Cermak F.,8.1,Zaitcev A.,1.08,0:2,clay,2015-08-01 10:20,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Struff J-L-Samper-Montana J,Struff J-L.,1.52,Samper-Montana J.,2.53,2:0,clay,2015-08-01 10:25,ATP Kitzbuhel 2015,1
ATP,2015-08-01-Gombos N-Silva D,Gombos N.,2.22,Silva D. R.,1.64,1:2,clay,2015-08-01 10:35,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Vibert F-Brunner P,Vibert F.,3.6,Brunner P.,1.28,0:2,clay,2015-08-01 11:20,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Trinker B-Kovalik J,Trinker B.,3.08,Kovalik J.,1.37,0:2,clay,2015-08-01 11:50,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Goffin D-Bellucci T,Goffin D.,1.62,Bellucci T.,2.3,2:0,clay,2015-08-01 11:55,ATP Gstaad 2015,1
ATP,2015-08-01-Munar J-Copil M,Munar J.,2.79,Copil M.,1.4,2:1,clay,2015-08-01 12:05,ATP Kitzbuhel 2015,1
ATP,2015-08-01-Mathieu P-Michalicka M,Mathieu P.,1.22,Michalicka M.,4.1,2:0,clay,2015-08-01 12:25,ATP Kitzbuhel 2015,1
ATP,2015-08-01-Zaitcev A-De Schepper K,Zaitcev A.,3.01,De Schepper K.,1.4,0:2,clay,2015-08-01 13:10,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Montanes A-Hanescu V,Montanes A.,1.35,Hanescu V.,3.24,2:0,clay,2015-08-01 13:30,ATP Kitzbuhel 2015,1
ATP,2015-08-01-Struff J-L-Hampel L,Struff J-L.,1.14,Hampel L.,5.61,2:0,clay,2015-08-01 14:10,ATP Kitzbuhel 2015,1
ATP,2015-08-01-Sa A-Berlocq C,Sa A.,8.63,Berlocq C.,1.06,0:2,clay,2015-08-01 14:35,ATP Kitzbuhel 2015,2
ATP,2015-08-01-Silva D-Brunner P,Silva D. R.,1.2,Brunner P.,4.42,2:0,clay,2015-08-01 14:55,ATP Kitzbuhel 2015,1
ATP,2015-08-01-Miedler L-Kovalik J,Miedler L.,4.28,Kovalik J.,1.18,0:2,clay,2015-08-01 15:00,ATP Kitzbuhel 2015,2
ATP,2015-08-02-Goffin D-Thiem D,Goffin D.,1.61,Thiem D.,2.31,0:2,clay,2015-08-02 09:40,ATP Gstaad 2015,2
ATP,2015-08-02-Mathieu P-Munar J,Mathieu P.,1.13,Munar J.,5.21,2:0,clay,2015-08-02 13:00,ATP Kitzbuhel 2015,1
ATP,2015-08-02-Montanes A-De Schepper K,Montanes A.,1.31,De Schepper K.,3.38,1:2,clay,2015-08-02 13:00,ATP Kitzbuhel 2015,2
ATP,2015-08-02-Silva D-Berlocq C,Silva D. R.,2.51,Berlocq C.,1.53,2:1,clay,2015-08-02 14:05,ATP Kitzbuhel 2015,1
ATP,2015-08-02-Struff J-L-Kovalik J,Struff J-L.,1.52,Kovalik J.,2.49,2:0,clay,2015-08-02 14:45,ATP Kitzbuhel 2015,1
ATP,2015-08-02-Zverev M-Harrison R,Zverev M.,1.78,Harrison R.,1.98,0:2,hard,2015-08-02 15:45,ATP Washington 2015,2
ATP,2015-08-02-Niki T-Matosevic M,Niki T.,4.01,Matosevic M.,1.24,0:2,hard,2015-08-02 16:25,ATP Washington 2015,2
ATP,2015-08-02-Dodig I-Nishioka Y,Dodig I.,1.42,Nishioka Y.,2.8,0:2,hard,2015-08-02 17:35,ATP Washington 2015,2
ATP,2015-08-03-Carreno-Busta P-Delbonis F,Carreno-Busta P.,1.87,Delbonis F.,1.91,0:2,clay,2015-08-03 09:40,ATP Kitzbuhel 2015,2
ATP,2015-08-03-Schwartzman D-Ramos A,Schwartzman D.,3.03,Ramos A.,1.39,2:0,clay,2015-08-03 11:05,ATP Kitzbuhel 2015,1
ATP,2015-08-03-Novak D-Bedene A,Novak D.,7.66,Bedene A.,1.09,2:1,clay,2015-08-03 12:40,ATP Kitzbuhel 2015,1
ATP,2015-08-03-De Schepper K-Mathieu P,De Schepper K.,3.78,Mathieu P.,1.27,0:2,clay,2015-08-03 13:30,ATP Kitzbuhel 2015,2
ATP,2015-08-03-Giraldo S-Silva D,Giraldo S.,1.42,Silva D. R.,2.84,2:0,clay,2015-08-03 15:00,ATP Kitzbuhel 2015,1
ATP,2015-08-03-Sela D-Chung H,Sela D.,1.76,Chung H.,2.05,0:2,hard,2015-08-03 20:10,ATP Washington 2015,2
ATP,2015-08-03-Duckworth J-Harrison R,Duckworth J.,2.49,Harrison R.,1.53,2:0,hard,2015-08-03 20:10,ATP Washington 2015,1
ATP,2015-08-03-Estrella V-Jarry N,Estrella V.,1.23,Jarry N.,4.07,2:1,hard,2015-08-03 20:10,ATP Washington 2015,1
ATP,2015-08-03-Nishioka Y-Zverev A,Nishioka Y.,2.73,Zverev A.,1.46,0:2,hard,2015-08-03 21:50,ATP Washington 2015,2
ATP,2015-08-03-Matosevic M-Bemelmans R,Matosevic M.,1.64,Bemelmans R.,2.23,0:2,hard,2015-08-03 22:20,ATP Washington 2015,2
ATP,2015-08-03-King D-Soeda G,King D.,2.73,Soeda G.,1.45,0:2,hard,2015-08-03 22:30,ATP Washington 2015,2
ATP,2015-08-03-Berankis R-Lu Y,Berankis R.,2.24,Lu Y.H.,1.66,2:0,hard,2015-08-03 23:40,ATP Washington 2015,1
ATP,2015-08-03-Young D-Haas T,Young D.,2.11,Haas T.,1.71,2:0,hard,2015-08-03 23:40,ATP Washington 2015,1
ATP,2015-08-04-Gabashvili T-Becker B,Gabashvili T.,1.48,Becker B.,2.63,2:1,hard,2015-08-04 00:50,ATP Washington 2015,1
ATP,2015-08-04-Melzer G-Montanes A,Melzer G.,2.69,Montanes A.,1.45,0:2,clay,2015-08-04 09:40,ATP Kitzbuhel 2015,2
ATP,2015-08-04-Struff J-L-Kohlschreiber P,Struff J-L.,4.66,Kohlschreiber P.,1.19,1:2,clay,2015-08-04 11:10,ATP Kitzbuhel 2015,2
ATP,2015-08-04-Vesely J-Almagro N,Vesely J.,2.04,Almagro N.,1.76,1:2,clay,2015-08-04 11:35,ATP Kitzbuhel 2015,2
ATP,2015-08-04-Melzer J-Gimeno-Traver D,Melzer J.,1.98,Gimeno-Traver D.,1.81,2:0,clay,2015-08-04 13:25,ATP Kitzbuhel 2015,1
ATP,2015-08-04-Youzhny M-Lajovic D,Youzhny M.,3.41,Lajovic D.,1.31,0:2,clay,2015-08-04 14:10,ATP Kitzbuhel 2015,2
ATP,2015-08-04-Haider-Maurer A-Souza J,Haider-Maurer A.,1.33,Souza J.,3.31,2:0,clay,2015-08-04 15:15,ATP Kitzbuhel 2015,1
ATP,2015-08-04-Groth S-Bellucci T,Groth S.,1.68,Bellucci T.,2.15,2:1,hard,2015-08-04 20:10,ATP Washington 2015,1
ATP,2015-08-04-Lacko L-Johnson S,Lacko L.,3.74,Johnson S.,1.27,0:2,hard,2015-08-04 20:15,ATP Washington 2015,2
ATP,2015-08-04-Querrey S-Soeda G,Querrey S.,1.2,Soeda G.,4.68,2:1,hard,2015-08-04 20:20,ATP Washington 2015,1
ATP,2015-08-04-Bemelmans R-Sock J,Bemelmans R.,4.49,Sock J.,1.2,0:2,hard,2015-08-04 21:45,ATP Washington 2015,2
ATP,2015-08-04-Kudla D-Rola B,Kudla D.,1.17,Rola B.,5.15,1:2,hard,2015-08-04 22:30,ATP Washington 2015,2
ATP,2015-08-04-Smith J-Hewitt L,Smith J. P.,1.77,Hewitt L.,2.04,0:2,hard,2015-08-04 22:55,ATP Washington 2015,2
ATP,2015-08-04-Pospisil V-Young D,Pospisil V.,1.58,Young D.,2.36,2:0,hard,2015-08-04 23:50,ATP Washington 2015,1
ATP,2015-08-05-Duckworth J-Nishikori K,Duckworth J.,7.7,Nishikori K.,1.1,1:2,hard,2015-08-05 02:15,ATP Washington 2015,2
ATP,2015-08-05-Dolgopolov A-Smyczek T,Dolgopolov A.,1.28,Smyczek T.,3.69,2:0,hard,2015-08-05 02:40,ATP Washington 2015,1
ATP,2015-08-05-Jaziri M-Muller G,Jaziri M.,4.1,Muller G.,1.24,0:2,hard,2015-08-05 03:20,ATP Washington 2015,2
ATP,2015-08-05-Chung H-Cilic M,Chung H.,4.21,Cilic M.,1.24,0:2,hard,2015-08-05 04:55,ATP Washington 2015,2
ATP,2015-08-05-Haase R-Delbonis F,Haase R.,3.06,Delbonis F.,1.38,1:2,clay,2015-08-05 09:40,ATP Kitzbuhel 2015,2
ATP,2015-08-05-Mathieu P-Klizan M,Mathieu P.,1.97,Klizan M.,1.8,2:0,clay,2015-08-05 09:40,ATP Kitzbuhel 2015,1
ATP,2015-08-05-Giraldo S-Kohlschreiber P,Giraldo S.,3.51,Kohlschreiber P.,1.3,0:2,clay,2015-08-05 11:10,ATP Kitzbuhel 2015,2
ATP,2015-08-05-Fognini F-Novak D,Fognini F.,1.08,Novak D.,8.15,2:0,clay,2015-08-05 12:30,ATP Kitzbuhel 2015,1
ATP,2015-08-05-Montanes A-Schwartzman D,Montanes A.,3.18,Schwartzman D.,1.36,2:0,clay,2015-08-05 13:30,ATP Kitzbuhel 2015,1
ATP,2015-08-05-Thiem D-Haider-Maurer A,Thiem D.,1.2,Haider-Maurer A.,4.66,2:1,clay,2015-08-05 15:00,ATP Kitzbuhel 2015,1
ATP,2015-08-05-Almagro N-Melzer J,Almagro N.,1.28,Melzer J.,3.68,2:0,clay,2015-08-05 17:40,ATP Kitzbuhel 2015,1
ATP,2015-08-05-Groth S-Troicki V,Groth S.,2.66,Troicki V.,1.48,2:0,hard,2015-08-05 20:10,ATP Washington 2015,1
ATP,2015-08-05-Lopez F-Hewitt L,Lopez F.,1.45,Hewitt L.,2.75,2:1,hard,2015-08-05 20:10,ATP Washington 2015,1
ATP,2015-08-05-Tomic B-Johnson S,Tomic B.,1.81,Johnson S.,2.0,1:2,hard,2015-08-05 21:45,ATP Washington 2015,2
ATP,2015-08-05-Estrella V-Isner J,Estrella V.,7.78,Isner J.,1.1,0:2,hard,2015-08-05 22:40,ATP Washington 2015,2
ATP,2015-08-05-Mayer L-Rola B,Mayer L.,1.23,Rola B.,4.27,2:1,hard,2015-08-05 23:45,ATP Washington 2015,1
ATP,2015-08-06-Pella G-Dimitrov G,Pella G.,6.54,Dimitrov G.,1.12,0:2,hard,2015-08-06 00:05,ATP Washington 2015,2
ATP,2015-08-06-Murray A-Gabashvili T,Murray A.,1.04,Gabashvili T.,13.46,1:2,hard,2015-08-06 00:30,ATP Washington 2015,2
ATP,2015-08-06-Anderson K-Zverev A,Anderson K.,1.26,Zverev A.,3.94,1:2,hard,2015-08-06 01:50,ATP Washington 2015,2
ATP,2015-08-06-Berankis R-Cuevas P,Berankis R.,1.29,Cuevas P.,3.53,2:0,hard,2015-08-06 02:55,ATP Washington 2015,1
ATP,2015-08-06-Gasquet R-Muller G,Gasquet R.,1.48,Muller G.,2.65,2:1,hard,2015-08-06 03:30,ATP Washington 2015,1
ATP,2015-08-06-Dolgopolov A-Karlovic I,Dolgopolov A.,1.77,Karlovic I.,2.06,2:0,hard,2015-08-06 04:05,ATP Washington 2015,1
ATP,2015-08-06-Delbonis F-Mathieu P,Delbonis F.,1.58,Mathieu P.,2.36,1:2,clay,2015-08-06 10:10,ATP Kitzbuhel 2015,2
ATP,2015-08-06-Fognini F-Kohlschreiber P,Fognini F.,2.1,Kohlschreiber P.,1.72,0:2,clay,2015-08-06 11:10,ATP Kitzbuhel 2015,2
ATP,2015-08-06-Almagro N-Lajovic D,Almagro N.,1.4,Lajovic D.,2.94,2:0,clay,2015-08-06 13:00,ATP Kitzbuhel 2015,1
ATP,2015-08-06-Mayer L-Nishikori K,Mayer L.,5.18,Nishikori K.,1.16,0:2,hard,2015-08-06 20:10,ATP Washington 2015,2
ATP,2015-08-06-Lopez F-Groth S,Lopez F.,1.69,Groth S.,2.17,0:2,hard,2015-08-06 21:25,ATP Washington 2015,2
